,Name,Actual_Postion,Predicted_Postion
10746,N. Topor-Stanley,CB,CB
10747,A. Hainault,CB,CB
10748,M. Almebäck,CB,CB
10749,D. Bouzanis,GK,GK
10750,N. Boogaard,CB,CB
10751,A. Lukse,GK,GK
10752,Wu Yan,GK,GK
10753,Yang Xu,ST,ST
10754,N. Bishop,CM,CDM
10755,Zhang Wenzhao,LM,LM
10756,Sui Donglu,CB,CB
10757,T. Gebhart,CAM,LM
10758,J. Leutwiler,GK,GK
10759,J. Jacobson,LB,LB
10760,Y. Amankwah,CB,CB
10761,A. Ogogo,CM,CM
10762,A. Stolz,GK,GK
10763,S. Mölders,ST,ST
10764,D. Gorter,CM,CM
10765,Song Jin Hyung,CM,CAM
10766,L. Schwechlen,LB,RB
10767,M. Gliwa,GK,GK
10768,A. Dyer,CM,CM
10769,Aquino,ST,ST
10770,N. Bärkroth,LW,RM
10771,J. Akinde,ST,ST
10772,B. Webster,CB,CB
10773,R. Flynn,CM,CM
10774,J. Mellis,CM,CM
10775,J. Ryan,CM,CM
10776,C. Dielna,CB,CB
10777,L. Gerson,RWB,CM
10778,O. Mendoza,RB,RB
10779,C. Gutiérrez,LB,LB
10780,R. Ruiz,RB,LB
10781,L. Sercombe,LM,CM
10782,K. Conboy,LB,LB
10783,M. Pedersen,CB,CB
10784,L. Pérez,CDM,CDM
10785,M. Buchalik,GK,GK
10786,E. Schreiner,LWB,RB
10787,T. Mickel,GK,GK
10788,A. Smárason,CAM,CM
10789,P. Madden,ST,ST
10790,J. Mills,LWB,LB
10791,D. Templeton,LM,LM
10792,M. Marshall,RM,LM
10793,R. McGowan,CB,CB
10794,M. Minesso,CAM,LM
10795,J. Brayford,RB,RB
10796,M. Abdellaoue,ST,ST
10797,S. Ringstad,LB,LB
10798,K. Tokstad,RM,RM
10799,M. Bolly,RM,LW
10800,J. Obika,ST,ST
10801,Yazalde,ST,ST
10802,Q. Amarikwa,ST,ST
10803,Jeong Hyuk,CM,CDM
10804,Y. Pehlivan,CDM,CDM
10805,A. Matuszczyk,CDM,CM
10806,L. Novak,ST,ST
10807,Steven Vitória,CB,CB
10808,M. Carretta,CF,RM
10809,G. Kuświk,ST,ST
10810,D. Mayor,CM,LM
10811,P. Tomasik,LB,LB
10812,A. Taylor,CB,CB
10813,M. Lund,CM,CDM
10814,K. Bennett,LM,RM
10815,A. Gerbo,RM,RM
10816,F. Nouble,ST,ST
10817,P. Branduani,GK,GK
10818,G. Misuraca,CAM,ST
10819,L. Brown,LB,LB
10820,N. Miatke,LM,LB
10821,T. Parkes,CB,CB
10822,D. Di Quinzio,CM,CM
10823,D. Amoo,RM,RM
10824,U. Bangura,CB,CDM
10825,M. Fayez,LB,RB
10826,J. Davidson,LWB,LB
10827,M. Lorentzson,CB,LB
10828,E. Alexander,CDM,CM
10829,S. Sinovic,LB,LB
10830,J. Jervis,ST,ST
10831,Wang Gang,RB,RB
10832,V. Prodell,ST,ST
10833,Yang Jun A,CB,CB
10834,P. Salomon,CM,CM
10835,D. Escalante,CB,RB
10836,M. Novak,RB,RB
10837,J. Bertilsson,RW,CAM
10838,T. Öztürk,CDM,CB
10839,M. Răduț,LM,RM
10840,Fran Cruz,CB,CB
10841,S. Lawless,RWB,RB
10842,M. Schulze Niehues,GK,GK
10843,M. Chergui,RM,ST
10844,D. Tadić,ST,ST
10845,S. McLaughlin,RM,LM
10846,Alvaro Rey,RM,LM
10847,M. Doughty,CM,CM
10848,K. Larsen,LM,LM
10849,R. Riski,ST,ST
10850,Lee Woong Hee,CB,RB
10851,E. Tønne,LW,LM
10852,M. Pfitzner,CDM,CDM
10853,A. Bruno,CM,CDM
10854,L. Burnet,LB,RB
10855,D. Drescher,CB,CB
10856,S. Scheimann,LB,LB
10857,D. Maatsen,RW,RM
10858,R. Jackson,RB,RB
10859,S. Jombati,CB,CB
10860,I. Ouédraogo,ST,ST
10861,L. Droppa,CDM,CDM
10862,S. Benyamina,ST,ST
10863,Adrià Gallego,RB,RB
10864,L. Olum,CB,CB
10865,N. Hasler,RB,RB
10866,J. Valencia,ST,ST
10867,A. Koro Koné,ST,ST
10868,W. Creavalle,CDM,CDM
10869,C. Jennings,LM,LM
10870,L. Grozurek,LM,LM
10871,P. Tuszyński,ST,ST
10872,M. Mak,LM,LM
10873,Dani Barrio,GK,GK
10874,J. Schauerte,RB,LB
10875,A. N'Diaye,LM,ST
10876,J. Müller,RM,RM
10877,M. Malaeka,GK,GK
10878,T. Bu Haymid,LB,CM
10879,E. Hooi,LW,RM
10880,Brito,RW,RM
10881,K. Moleko,RB,RB
10882,Iván Crespo,GK,GK
10883,I. Al Zubaidi,LB,RB
10884,R. Ofosu,LM,RM
10885,D. Imbongo Boele,ST,ST
10886,A. Al Sahabi,CB,RB
10887,H. Kadish,LB,LB
10888,A. Tabanelli,CM,CM
10889,Nico Hidalgo,RM,LM
10890,M. Stiefler,CM,CM
10891,T. Thiele,ST,ST
10892,P. Ofosu-Ayeh,RB,RB
10893,D. Mast,LM,RM
10894,R. Nagai,ST,ST
10895,A. Popa,RM,CAM
10896,Kim Nam Chun,CB,CB
10897,D. Powers,CM,CM
10898,Lee Kwang Sun,ST,ST
10899,H. Al Hazaa,ST,ST
10900,C. Erskine,CAM,LM
10901,I. Vásquez,CM,CDM
10902,S. López,GK,GK
10903,F. Hurtado,GK,GK
10904,D. Chica,CDM,CM
10905,F. Castillo,LB,RB
10906,L. Paz,CDM,CDM
10907,S. Romero,ST,LM
10908,R. Bugueño,RB,RB
10909,L. Giovini,GK,GK
10910,D. López,RM,ST
10911,M. Restrepo,CDM,CDM
10912,L. Delgado,GK,GK
10913,L. Mosquera,LB,LB
10914,L. Ochoa,RB,RB
10915,J. Deschamps,GK,GK
10916,A. Bernal,CDM,CDM
10917,G. Hachen,ST,ST
10918,M. Dávila,CM,CM
10919,G. Rólantsson Sørensen,LW,RB
10920,R. Dimitrov,RB,RB
10921,L. Nielsen,CB,CB
10922,M. Lepe,CM,CM
10923,G. Vargas,ST,ST
10924,Peng Xinli,CM,CM
10925,G. Mencia,CB,RB
10926,L. Pavez Contreras,CDM,CDM
10927,L. Nequecaur,ST,ST
10928,C. Diedhiou,CB,CB
10929,L. Tipton,LB,LB
10930,R. Hollingshead,LB,RB
10931,H. Shipp,LM,CM
10932,Kwak Hae Seong,RB,RB
10933,P. Mullins,ST,ST
10934,Ahn Yong Woo,RM,LM
10935,J. Zwischenbrugger,CB,CB
10936,Song Boxuan,LM,RM
10937,Fan Yunlong,CM,RM
10938,Ding Haifeng,LWB,LB
10939,Xie Pengfei,LM,RM
10940,Park Dae Han,LB,RB
10941,M. Mbamba,CDM,CM
10942,K. Vermeulen,CAM,CM
10943,I. Coulibaly,CDM,CDM
10944,M. Madri,CAM,RM
10945,C. Jopia,LB,RB
10946,Borja Lázaro,ST,ST
10947,F. Jamnig,RM,LM
10948,M. Ebenhofer,LM,RM
10949,T. Pett,CAM,CAM
10950,Xu Yang,LM,RM
10951,Liu Dianzuo,GK,GK
10952,R. Castro,CDM,CDM
10953,L. Saldaña,LB,LB
10954,J. García,CB,CB
10955,S. Ichazo,GK,GK
10956,N. Vidmar,GK,GK
10957,L. Sekulski,ST,ST
10958,J. Clarke,CB,CB
10959,G. Pacheco,RB,RB
10960,Sidnei Dalmeira,CB,CB
10961,Marcelo Vildeia,ST,ST
10962,Benjamin Muscato,CB,CB
10963,Henrique Jardinel,CDM,CDM
10964,Paulito Zanon,CDM,CB
10965,I. Hora,ST,ST
10966,R. Caballero,ST,ST
10967,M. Ogbu,ST,ST
10968,N. Ishihara,ST,CAM
10969,Y. Rokutan,GK,GK
10970,K. Hachisuka,RB,RB
10971,Oh Jae Suk,RB,RB
10972,J. Izumisawa,LM,CAM
10973,A. Hinestroza,CDM,CDM
10974,S. Arai,GK,GK
10975,K. Takayama,LM,RM
10976,S. Akasaki,ST,ST
10977,H. Takasaki,ST,ST
10978,G. Kostadinov,CDM,CDM
10979,G. Heinry,CAM,LM
10980,M. Ambichl,CM,CM
10981,Nito Carbelho,ST,ST
10982,D. Diaw,ST,ST
10983,N. Busch Thor,CDM,CDM
10984,Y. Kawai,CM,CDM
10985,R. Takeuchi,CM,CDM
10986,R. Janssen,LB,RB
10987,K. Gehring,CB,CB
10988,M. Röser,LM,LM
10989,R. Eckardt,CM,CM
10990,A. Vetrih,CM,CM
10991,D. Akpeyi,GK,GK
10992,F. Torres,CB,CB
10993,A. Bjarnason,ST,ST
10994,S. Acka,CB,CB
10995,B. Motshwari,CM,CM
10996,L. Mntambo,CAM,CAM
10997,A. Erceg,ST,ST
10998,Valverde,RM,RM
10999,Willy,ST,ST
11000,K. Jacobs,CM,CM
11001,F. Buchacher,LWB,RB
11002,K. Mawatari,RB,RB
11003,G. Compagnucci,RM,RM
11004,M. Iida,CB,CB
11005,J. Furdal,CM,CAM
11006,R. Matsumoto,RM,RM
11007,D. Ojeda,CB,CB
11008,M. Chudý,GK,GK
11009,T. Tanaka,RM,RM
11010,L. Klimavicius,CB,CB
11011,V. Rîmniceanu,GK,GK
11012,P. Ruffaut,CM,CAM
11013,Jon Ander,ST,ST
11014,C. Cherchez,CAM,ST
11015,M. Fernández,RM,LM
11016,A. Guechi,CB,CB
11017,Jô Santos,LW,RM
11018,T. Sakano,ST,ST
11019,A. Sy,CB,CB
11020,T. Parrott,ST,ST
11021,R. Piccoli,ST,ST
11022,R. Brewster,ST,ST
11023,W. Geubbels,ST,ST
11024,H. Cochrane,CM,CM
11025,D. Caicedo,RM,RM
11026,E. Loiodice,CM,CM
11027,E. Simms,ST,ST
11028,G. Middleton,LW,RM
11029,L. Pintor,ST,ST
11030,Rafael Camacho,RW,LM
11031,E. Cerrillo,CDM,CDM
11032,C. Akono,ST,ST
11033,R. Aït Nouri,LB,LB
11034,B. Nygren,CAM,CAM
11035,A. Yusuf,CM,CM
11036,J. Sanabria,RM,CAM
11037,I. Lihadji,RW,LM
11038,K. Grabara,GK,GK
11039,Y. Akgün,RM,LW
11040,M. Payero,CM,CM
11041,André Anderson,CF,CAM
11042,Iñaki Peña,GK,GK
11043,M. Ignatov,CAM,CAM
11044,Mateu Morey,RB,LB
11045,J. Marković,ST,ST
11046,T. Bayliss,CM,CM
11047,A. Ouattara,RM,LM
11048,L. Balerdi,CB,CB
11049,C. Abi,LW,ST
11050,D. Pérez,RM,RM
11051,J. Burkardt,ST,ST
11052,H. Hassan,LW,RM
11053,A. Díaz,ST,ST
11054,F. Mura,RB,LB
11055,B. Aaronson,CAM,CAM
11056,D. Kulusevski,CM,CM
11057,M. Glushenkov,RW,RM
11058,C. Niasse,CDM,CDM
11059,V. Postolachi,ST,ST
11060,A. Stanilewicz,CM,CM
11061,M. Taabouni,CAM,CAM
11062,Iker Losada,ST,ST
11063,M. Feeney,CB,CB
11064,T. Nydam,CM,CM
11065,A. Connolly,ST,ST
11066,F. Melegoni,CM,CM
11067,K. McAllister,RM,CAM
11068,M. Nazarit,CB,CB
11069,Tachi,CB,CB
11070,D. Lovren,RM,RM
11071,Moha Ramos,GK,GK
11072,N. Pierini,LW,LM
11073,J. Díaz Price,LM,RM
11074,J. Ponceau,CAM,CAM
11075,F. Evina,LM,RM
11076,E. Aiwu,CB,CB
11077,M. Kiprit,ST,ST
11078,Martín,CB,CB
11079,A. Moreno,CAM,CAM
11080,Lucas Ribeiro,CB,CB
11081,W. Fofana,CB,CB
11082,A. Kızıldağ,CB,CB
11083,J. Davenport,CDM,CDM
11084,M. Tumminello,ST,ST
11085,M. Travers,GK,GK
11086,J. Odgaard,ST,ST
11087,L. O'Brien,CM,CM
11088,L. Fomba,CDM,CB
11089,P. Dárdai,LM,RM
11090,I. Chair,LM,CAM
11091,Jesús Areso,RB,LB
11092,A. Manneh,CM,CM
11093,José Lara,RM,CAM
11094,Toni Moya,CM,CM
11095,B. Risa,LB,RB
11096,João Moutinho,LB,RB
11097,T. Christensen,LM,CAM
11098,F. Agu,LB,RB
11099,O. Stijepović,LW,CAM
11100,V. Damașcan,ST,ST
11101,L. Diaby Fadiga,ST,ST
11102,M. Collao,CAM,CAM
11103,J. Teze,RB,RB
11104,O. Ndiaye,CAM,CM
11105,R. Sottil,LW,RM
11106,C. Ngonge,ST,ST
11107,B. Özdemir,CM,CM
11108,R. Ion,CAM,CAM
11109,O. Akgün,ST,ST
11110,U. Adıyaman,GK,GK
11111,G. Sağlam,CAM,CM
11112,C. Tosun,CM,CM
11113,T. Makowski,CM,CM
11114,A. Bakayoko,RW,RM
11115,L. Grill,GK,GK
11116,J. Knight,CB,CB
11117,E. Mašović,CB,CB
11118,R. Dadashov,ST,ST
11119,L. Daschner,CAM,CM
11120,H. Mahou,RW,LM
11121,Y. Sari,RM,LM
11122,Álex Centelles,LB,LB
11123,R. Massimo,RM,RM
11124,N. Atkinson,RB,LB
11125,T. Stavitski,RW,RM
11126,L. Fraser,CDM,CDM
11127,Jaime Sierra,CM,CM
11128,L. Tupta,ST,ST
11129,A. El Bouchataoui,CM,CM
11130,C. Vidal,CB,CB
11131,Sergio Moreno,ST,ST
11132,M. Busi,RB,LB
11133,Baba Fernandes,CB,CB
11134,João Valido,GK,GK
11135,N. Hernández,CB,CB
11136,Y. Hamed,RM,RM
11137,S. Cabrera,LB,RB
11138,Dani Vivian,CB,CB
11139,R. Poole,CB,CB
11140,D. Bertaud,GK,GK
11141,O. Gonzalez,CB,CB
11142,S. Wharton,CB,CB
11143,M. Köhlert,LW,RW
11144,A. Quiñones,CM,CM
11145,D. Anyembe,RB,LB
11146,D. Nikolić,GK,GK
11147,M. Nicolas,GK,GK
11148,C. Herc,CM,CM
11149,A. Akkaynak,CM,CM
11150,F. Figueroa,RW,RM
11151,Luís Silva,CB,CB
11152,M. Baku,LM,RM
11153,T. Tillman,CAM,LM
11154,V. Demaku,CDM,CDM
11155,F. Bersano,LB,RB
11156,Víctor López,RM,CM
11157,N. Bazan,ST,ST
11158,Jeon Se Jin,ST,LW
11159,C. Sickinger,CB,CDM
11160,Carlos Isaac,RB,RB
11161,B. Slisz,CDM,CDM
11162,D. Valencia,ST,ST
11163,A. Dobos,RM,CAM
11164,O. Boussaid,LW,CAM
11165,D. Furtado,LW,RW
11166,Chema Nuñez,CAM,CAM
11167,A. Lupu,ST,ST
11168,Ibañez,CB,CB
11169,Z. Thior,RW,LW
11170,Paulino,RM,CAM
11171,Miguel Ángel,ST,ST
11172,Luquinha,CAM,CAM
11173,Diogo Sousa,GK,GK
11174,D. Rosic,GK,GK
11175,Dani Molina,CDM,CM
11176,M. Torres,CB,CB
11177,K. Wojtkowski,CAM,CAM
11178,J. Jones,RM,RM
11179,D. Barlaser,CM,CM
11180,J. Lewis,LW,RM
11181,L. Zigi,GK,GK
11182,J. Marimón,CDM,CDM
11183,P. Sabbag,ST,ST
11184,B. Mason,LB,LB
11185,J. Esquivel,CDM,CB
11186,C. D'Urso,CAM,CAM
11187,B. Passi,CB,CB
11188,H. Weigelt,CB,CB
11189,H. Al Shamrani,LB,LB
11190,Song Bum Keun,GK,GK
11191,T. Müller,GK,GK
11192,J. Eskesen,CM,CM
11193,K. Fila,RB,RB
11194,Pelayo Suárez,CB,CB
11195,Murilo,CB,CB
11196,Y. Bourhane,CDM,CDM
11197,R. Lucena,CM,CM
11198,E. Amenyido,RM,RM
11199,F. Aksoy,CB,CB
11200,Adrián López,GK,GK
11201,D. Martínez,CB,CB
11202,D. Lajud,ST,ST
11203,D. Fitz,CAM,CAM
11204,O. Pikhalyonok,CM,CM
11205,David Alba,CB,CB
11206,Z. Brault-Guillard,RB,LB
11207,D. Osei Yaw,RW,ST
11208,Vitinho,RB,LB
11209,E. Linthorst,CDM,CDM
11210,M. Awoudja,CB,CB
11211,Perera,CDM,CB
11212,B. Diakité,RB,CB
11213,Jaume,CM,CM
11214,A. Colorado,CDM,CDM
11215,André Almeida,CM,CM
11216,Riki,CAM,CAM
11217,Rui Pires,CDM,CDM
11218,S. Botman,CB,CB
11219,L. Štor,ST,ST
11220,L. Šatka,CB,CB
11221,K. Bryan,CB,CDM
11222,M. Rudakov,GK,GK
11223,G. Kiltie,LM,LM
11224,C. Chaplin,ST,ST
11225,M. Bola,LB,RB
11226,G. Scamacca,ST,ST
11227,C. Senior,RM,RM
11228,A. Angulo,LB,LB
11229,M. Gómez,ST,ST
11230,M. Listkowski,RM,CAM
11231,L. de la Torre,CAM,CAM
11232,B. Hanlan,ST,ST
11233,S. Hernández,GK,GK
11234,A. Ralston,RB,RB
11235,R. Sykes,CB,CB
11236,B. Morgado,LWB,CM
11237,R. Kolo-Muani,ST,ST
11238,Kang Ji Hoon,RB,RB
11239,O. Kiomourtzoglou,CDM,CDM
11240,A. Laukart,CAM,CAM
11241,B. Figueroa,LM,LM
11242,E. Bwomono,RB,RB
11243,T. Reijnders,CM,CM
11244,O. Reabciuk,LB,LB
11245,S. McLoughlin,CB,CB
11246,D. Hashioka,RM,RM
11247,E. Zehir,CDM,CDM
11248,C. Mueller,RM,ST
11249,Miguel Ángel,CB,CB
11250,D. Wenzel-Halls,ST,ST
11251,F. Sgarbi,CB,CB
11252,Victor Luiz,LB,RB
11253,A. Bussaglia,CAM,LM
11254,M. Hjulmand,CM,CM
11255,P. Medina,RB,LB
11256,Alberto González,GK,GK
11257,N. Schlotterbeck,CB,CB
11258,M. Akçay,ST,ST
11259,G. Simion,RB,RB
11260,R. Boboc,RB,RB
11261,Miguel Marí,CM,CM
11262,D. Abels,CB,CB
11263,I. Botella,ST,ST
11264,K. Watanabe,CAM,CM
11265,M. O'Hara,CM,CM
11266,M. Ingebrigtsen,RW,RM
11267,G. Zelalem,CM,CM
11268,R. Espejord,ST,ST
11269,K. Dempsey,CM,CAM
11270,C. Ogilvie,CB,LB
11271,N. Breitenbruch,RB,RB
11272,P. Pflücke,CAM,CAM
11273,A. Cannon,CM,LB
11274,M. Litka,CAM,LM
11275,M. Rodriguez,LM,LM
11276,B. Boutobba,RM,LW
11277,F. Barboza,RM,RM
11278,S. Saucedo,LW,LM
11279,M. Payares,CB,CB
11280,J. Gundersen,CB,CB
11281,J. Dacres-Cogley,RB,RB
11282,N. De Medina,CB,CB
11283,C. Nwakali,CM,CM
11284,S. Nkansah,CB,CB
11285,D. Oldaker,CM,CM
11286,J. Fitzwater,CB,CB
11287,M. Lis,GK,GK
11288,N. Kocik,GK,GK
11289,R. Tapia,CB,CB
11290,K. Machida,CB,CB
11291,S. Floranus,RB,RB
11292,V. Tranberg,CB,CB
11293,Josín Martínez,CB,CB
11294,R. Ache,ST,ST
11295,R. Oaidă,CM,CM
11296,M. Thurnwald,RB,LB
11297,P. Staikos,CDM,CDM
11298,M. Soisalo,RM,RM
11299,K. Lankford,LM,LM
11300,A. Erlingmark,CM,CM
11301,L. Riveros,ST,LM
11302,R. Basque,CDM,CM
11303,E. Banda,CAM,CAM
11304,L. Lauberbach,ST,LM
11305,Y. Fekir,LW,RM
11306,G. Torres,RM,LM
11307,Nuno Macedo,GK,GK
11308,M. Merghem,RM,CAM
11309,A. Jakubech,GK,GK
11310,S. Niakaté,CB,CB
11311,F. Florio,RB,LB
11312,F. Quiroz,LB,LB
11313,M. Carabajal,CB,CB
11314,R. Rivas,RM,RM
11315,J. Þorsteinsson,LM,CAM
11316,Carlos Cordero,LB,RB
11317,L. Selahi,CM,CM
11318,S. Friede,CM,CM
11319,I. Govea,RB,RB
11320,L. Ameka Autchanga,RM,RM
11321,N. Dieng,CB,CB
11322,V. Arveladze,CAM,CAM
11323,J. Segre,CM,CM
11324,Ricardo Schutte,ST,ST
11325,S. Briñone,CM,CM
11326,Jesús Fortes,RB,LB
11327,F. Cardozo,RM,RM
11328,M. Szczepański,CAM,RM
11329,Maudo Jarjué,CB,CB
11330,C. Brym,ST,ST
11331,Jorge Vilela,CM,CM
11332,S. Obeng,ST,ST
11333,A. Belmonte,CM,CM
11334,J. Mitchell,GK,GK
11335,O. Custodio,CDM,CM
11336,M. Kallesøe,RM,RM
11337,M. Mbaye,CM,CM
11338,N. Sutter,CB,CB
11339,R. Dickie,CB,CB
11340,L. McGee,GK,GK
11341,B. Collins,GK,GK
11342,R. Hardie,ST,ST
11343,A. Confais,CDM,CDM
11344,R. Escobar,CB,CB
11345,S. Coulibaly,CB,CB
11346,A. Walkes,RB,CB
11347,D. Kılıç,CM,CM
11348,Hong Jeong Un,CB,CDM
11349,Lee Sang Heon,CF,CAM
11350,F. Bjørkan,LB,RB
11351,S. Skytte,CM,CM
11352,N. McGinley,CB,CB
11353,F. Buntić,GK,GK
11354,E. Huth,ST,ST
11355,O. Christensen,GK,GK
11356,J. Cortizo,LM,LM
11357,Han Seung Gyu,CM,CM
11358,A. Danladi,ST,ST
11359,E. Zaldívar,CM,CM
11360,N. Bazzana,CB,CB
11361,M. Dembélé,ST,ST
11362,T. Chahed,RM,RM
11363,F. Wagner,CM,CM
11364,A. Dini,GK,GK
11365,F. García,CDM,CDM
11366,F. Kusić,CB,CB
11367,C. Hazard,GK,GK
11368,Bikoro,CDM,CB
11369,A. Spahic,GK,GK
11370,E. Lomotey,CDM,CDM
11371,E. Gutiérrez,RB,CDM
11372,J. Guillemenot,ST,ST
11373,J. Vargas,CB,CB
11374,A. Groiß,CDM,CDM
11375,A. Cruz,RM,RM
11376,R. Karjalainen,ST,ST
11377,P. Iacob,CB,CB
11378,D. Hanslik,ST,ST
11379,L. Duarte,CM,CM
11380,S. Özcan,RM,RM
11381,Kirian,CAM,CM
11382,Franquesa,LB,RB
11383,K. Apostolakis,RB,RB
11384,S. Fraser,CM,CM
11385,K. Antonsen,CM,CM
11386,D. Butler,LWB,LB
11387,W. Falcone,GK,GK
11388,P. Gregor,CB,CB
11389,J. Brown,CAM,CAM
11390,O. Álvarez,ST,ST
11391,C. Grant,CM,CM
11392,Ander Cantero,GK,GK
11393,V. Bergan,CB,CB
11394,M. Konradsen,CM,CM
11395,A. Bakayoko,ST,ST
11396,A. Smith-Brown,LB,RB
11397,S. Nelson,CB,CB
11398,S. Skrabb,LWB,CM
11399,S. Román,GK,GK
11400,L. Carillo,CB,CB
11401,B. Spittal,RM,LM
11402,V. Wernersson,LB,RB
11403,S. Kashket,RW,RM
11404,Z. Vyner,RB,CB
11405,Nathan,CB,CB
11406,G. Timotheou,CB,CB
11407,A. Andersson,LB,CDM
11408,Nahuel,LB,RB
11409,D. Niepsuj,RB,RB
11410,N. Mason,RB,LB
11411,A. Deiola,CM,CM
11412,Gustavo Hebling,CM,CM
11413,T. Morishima,CAM,CAM
11414,A. Soumaoro,CDM,CDM
11415,P. Tietz,ST,ST
11416,A. Schetino,CDM,CDM
11417,Song Ju Hun,CB,CB
11418,S. Reddemann,CB,CB
11419,L. Faye,LB,LB
11420,Hwang Ki Wook,CM,CM
11421,Javi Jiménez,CB,CB
11422,R. Zammarini,CM,CM
11423,B. Bronico,CDM,CM
11424,M. Meulensteen,CB,CDM
11425,M. Sarkaria,LM,LM
11426,Carlos Miguel,GK,GK
11427,B. Bye,RB,RB
11428,J. Martínez,ST,RM
11429,J. Dörfler,RM,RM
11430,D. Koita,CB,CB
11431,Primi,CB,CB
11432,D. Undav,ST,ST
11433,P. Owusu,ST,ST
11434,T. Iwata,CB,RB
11435,P. Ayongo,ST,ST
11436,D. Gugganig,CB,CB
11437,C. Neguț,ST,ST
11438,M. Shaker,CB,CB
11439,Leo Cordeiro,CM,CM
11440,Admonio,CB,CB
11441,L. Marchi,LB,RB
11442,Bruno Jesus,CB,CB
11443,R. Sánchez,GK,GK
11444,R. McLaughlin,RB,LB
11445,M. Fraser,CB,CB
11446,N. Neidhart,LB,RB
11447,W. Burns,RW,RM
11448,M. Sarr,CB,CB
11449,D. Bojanić,CM,CM
11450,J. Wright,CB,CB
11451,H. Cornick,ST,RM
11452,D. Gabriele,CAM,CAM
11453,C. Long,ST,ST
11454,R. Hedges,RM,RM
11455,A. Camigliano,CB,CB
11456,P. Ceccaroni,CB,RB
11457,U. Saracco,GK,GK
11458,O. Khan,CAM,LM
11459,M. Schuster,CDM,CDM
11460,B. Cmiljanic,ST,ST
11461,G. Gazzaniga,GK,GK
11462,T. Salquist,CB,CB
11463,K. Mercado,LM,RM
11464,J. van der Heyden,CDM,CM
11465,J. Kramer,CB,CB
11466,C. Goode,CB,CB
11467,J. Ertlthaler,CAM,CAM
11468,C. Johnson,RB,RB
11469,B. Böðvarsson,LB,RB
11470,Choi Kyu Baek,CB,CB
11471,M. Martic,CDM,CDM
11472,A. Vukčević,LB,LB
11473,N. Rieble,LB,CB
11474,R. Piscitelli,GK,GK
11475,S. Al Rubaie,CB,CB
11476,T. Demirtaş,GK,GK
11477,L. Wales,ST,RW
11478,C. Greger,CB,CB
11479,L. Grgic,CDM,CDM
11480,I. Jukić,LM,RM
11481,Luan,CB,CB
11482,Santi Samanes,LM,LM
11483,B. Öztürk,CB,CB
11484,M. Ortíz,RW,CAM
11485,M. Ellingsen,CDM,CM
11486,M. Breij,CAM,CAM
11487,C. Sibbald,CAM,CAM
11488,I. Sissoko,ST,ST
11489,A. Radu,LB,LB
11490,A. Mendy,LB,RB
11491,E. Moreno,CDM,CM
11492,A. Ivan,RM,LM
11493,Arthur Silva,CDM,CDM
11494,B. Nouvier,RM,RM
11495,T. Mabasa,ST,ST
11496,J. Dhillon,ST,ST
11497,Kellyton,RB,RB
11498,V. Stojanovski,ST,ST
11499,Tiago Esgaio,CDM,CM
11500,Fabiano Alves,CDM,CDM
11501,J. Dawa Tchakonte,CB,CB
11502,J. Bond,GK,GK
11503,J. Ruffels,LB,CM
11504,A. Pierre,CB,CB
11505,J. Bolton,RB,RB
11506,J. Roberts,ST,ST
11507,R. Edwards,CAM,CM
11508,T. Anderson,CB,CB
11509,T. Hölscher,CAM,CAM
11510,F. Putros,CB,CDM
11511,J. Nilsson,CB,CB
11512,J. Untersee,RB,RB
11513,H. Hansen,CB,CB
11514,A. Calver,CB,CB
11515,V. Milke,CB,CB
11516,E. Córdoba,RB,RB
11517,L. Mena,LB,RB
11518,P. Schorr,LB,RB
11519,I. Jáuregui,CM,CM
11520,J. Houwen,GK,GK
11521,J. Oosterwijk,ST,ST
11522,S. Chakla,CB,CB
11523,S. Vecchia,RM,RM
11524,P. Berg,CM,CM
11525,N. Fazzi,LM,CM
11526,O. Sowunmi,CB,CB
11527,Rafael Ramos,RB,RB
11528,Jin Yangyang,CB,CB
11529,D. Wynne,CB,RB
11530,R. Williams,ST,ST
11531,B. Badibanga,LM,LM
11532,P. Hercher,RM,RM
11533,A. Maisonnial,GK,GK
11534,Y. Aygün,GK,GK
11535,P. Yrizar,LM,ST
11536,W. Janssens,CB,CB
11537,M. Wachs,LB,CM
11538,N. Freeman,LM,LM
11539,S. Sow,ST,ST
11540,T. Goppel,RW,LB
11541,C. Akas,LB,LB
11542,D. Kvande,CB,CB
11543,N. Heidemann,LB,RB
11544,C. Essers,RB,RB
11545,B. Stillhart,CM,CM
11546,D. Moreno,RM,ST
11547,G. Rodríguez,LB,RB
11548,Edu Espiau,ST,ST
11549,C. Elva,LM,LM
11550,S. Haudum,CDM,CDM
11551,Ruan,RB,RB
11552,A. Isaiah,CM,CM
11553,E. Vaessen,GK,GK
11554,S. Hager,CB,CB
11555,Jorge Silva,RB,LB
11556,M. Meyerhöfer,RB,RB
11557,Alex Suárez,CB,CB
11558,M. Voduț,ST,ST
11559,Marcelinho,LM,CAM
11560,C. Stamboulidis,CB,CB
11561,E. Johansen,GK,GK
11562,D. Potts,LB,RB
11563,D. Léon,GK,GK
11564,W. Marinus,LM,CAM
11565,D. Poleon,ST,ST
11566,T. Haye,RM,CM
11567,M. Maletić,ST,ST
11568,M. Cebula,LM,CAM
11569,S. Hoare,CB,CB
11570,D. Bohl,CDM,CDM
11571,A. Martínez,CM,CM
